angDist,_RAJ2000,_DEJ2000,Source,Cluster,RAdeg,DEdeg,Gmag,plx,e_plx,Simbad,_RA,_DE,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val
0.000273,0.9933475,-30.2841233,2320797539878825472,Blanco1,0.99344,-30.28411,15.044,4.261,0.015,Simbad,0.99335,-30.28412,0.9933475695117,-30.2841232538045,0.001,0.001,0,2320797539878825472,0.99344145921,0.0516,-30.28411240174,0.0346,4.2642,0.0680,18.831,0.074,2.520,0.076,0,1.81036e+04,1.12432e+01,15.043954,4.67103e+03,1.47218e+01,16.177856,2.04493e+04,5.56468e+01,13.985224,2.192633,,,0,3912.06,1.9820,0.9850,0.57,0.070
0.000240,1.0406919,-30.1174589,2320803342379427840,Blanco1,1.04078,-30.11745,18.909,3.812,0.052,Simbad,1.04069,-30.11746,1.0406918957493,-30.1174589666604,0.009,0.008,90,2320803342379427840,1.04077533183,0.3116,-30.11744789936,0.2431,4.1722,0.4081,16.763,0.562,2.570,0.534,0,5.14777e+02,1.42502e+00,18.909319,1.18783e+02,1.37534e+01,20.164507,7.75000e+02,7.58946e+00,17.538666,2.625841,,,0,,,,,
0.000254,0.8939389,-29.9752042,2320820590968189056,Blanco1,0.89403,-29.97519,16.804,4.084,0.053,Simbad,0.89394,-29.9752,0.8939388773649,-29.9752041322807,0.003,0.002,90,2320820590968189056,0.89402824905,0.0972,-29.97519049975,0.0646,4.1540,0.1051,17.981,0.183,3.166,0.134,0,3.57727e+03,3.45830e+00,16.804487,7.19828e+02,1.71281e+01,18.208317,4.51707e+03,1.31325e+01,15.624779,2.583538,,,0,3463.48,0.3450,0.1960,,
0.000228,0.714695,-29.9137303,2320867633745079168,Blanco1,0.71479,-29.91372,15.995,4.172,0.033,Simbad,0.71469,-29.91373,0.7146950137251,-29.9137303621437,0.002,0.001,90,2320867633745079168,0.71478624716,0.0637,-29.91372070064,0.0401,4.1853,0.0676,18.367,0.133,2.244,0.080,0,7.54027e+03,9.36652e+00,15.994899,1.81219e+03,1.80848e+01,17.205877,8.64652e+03,2.98327e+01,14.919817,2.286060,,,0,3976.71,0.0300,0.0327,,
0.000389,1.05372,-30.0871542,2320804235732643584,Blanco1,1.05382,-30.08714,16.337,4.268,0.063,Simbad,1.05372,-30.08715,1.0537200092300,-30.0871540923554,0.002,0.002,90,2320804235732643584,1.05381607585,0.0808,-30.08714061720,0.0566,4.1851,0.0907,19.306,0.158,3.130,0.124,0,5.50394e+03,6.07063e+00,16.336681,1.21931e+03,1.30065e+01,17.636105,6.64369e+03,1.49774e+01,15.205897,2.430207,,,0,3498.67,0.3170,0.1740,,
0.000456,1.6853814,-29.9098344,2320718649919047680,Blanco1,1.68548,-29.90982,16.124,4.241,0.025,Simbad,1.68538,-29.90983,1.6853813758367,-29.9098345249831,0.002,0.002,0,2320718649919047680,1.68547511299,0.0530,-29.90982129589,0.0542,4.2448,0.0802,18.872,0.099,3.073,0.116,0,6.69550e+03,5.76077e+00,16.123909,1.56298e+03,8.53722e+00,17.366503,7.84890e+03,1.72528e+01,15.024898,2.341605,,,0,3859.16,0.4450,0.2567,,
0.000614,0.7017878,-29.8983142,2320868389659322368,Blanco1,0.70189,-29.8983,16.343,4.616,0.149,Simbad,0.70179,-29.89831,0.7017879033738,-29.8983140548663,0.008,0.005,90,2320868389659322368,0.70189215382,0.2449,-29.89830345971,0.1531,3.9730,0.2615,20.991,0.519,2.461,0.307,0,5.47197e+03,1.42833e+01,16.343008,1.05582e+03,1.05598e+01,17.792418,7.36578e+03,1.71715e+01,15.093872,2.698546,,,0,3560.00,,,,
0.000353,0.6288067,-30.2838867,2320783074428967808,Blanco1,0.6289,-30.28387,15.402,4.184,0.013,Simbad,0.62881,-30.28389,0.6288065889786,-30.2838867205863,0.001,0.001,90,2320783074428967808,0.62889953297,0.0380,-30.28387422364,0.0268,4.1822,0.0462,18.641,0.081,2.903,0.058,0,1.30157e+04,6.94279e+00,15.402194,3.81366e+03,1.31188e+01,16.398033,1.37171e+04,2.64600e+01,14.418761,1.979272,,,0,3912.74,0.2760,0.1990,,
0.000454,0.9133658,-29.6745586,2320878899443164928,Blanco1,0.91346,-29.67455,17.648,4.162,0.051,Simbad,0.91337,-29.67456,0.9133658745682,-29.6745587083433,0.004,0.003,0,2320878899443164928,0.91345944176,0.0997,-29.67454878008,0.1014,3.9965,0.1266,18.882,0.184,2.306,0.241,0,1.64423e+03,3.27424e+00,17.648458,2.57754e+02,1.10256e+01,19.323374,2.26346e+03,1.00662e+01,16.374987,2.948387,,,0,,,,,
0.000583,0.7527758,-29.8283794,2320870245085192320,Blanco1,0.75287,-29.82837,16.809,4.322,0.065,Simbad,0.75278,-29.82838,0.7527759463274,-29.8283795004569,0.003,0.002,90,2320870245085192320,0.75287284130,0.0964,-29.82836559897,0.0642,4.2472,0.1074,19.523,0.193,3.229,0.130,0,3.56087e+03,3.99449e+00,16.809475,5.78761e+02,1.14479e+01,18.445140,4.80124e+03,1.25030e+01,15.558537,2.886604,,,0,4027.28,,,,
0.000592,1.7323258,-30.60308,2320542590619990912,Blanco1,1.73241,-30.60307,10.137,4.077,0.043,Simbad,1.73233,-30.60308,1.7323259261136,-30.6030798763856,0.002,0.001,90,2320542590619990912,1.73241408632,0.0527,-30.60306550367,0.0354,4.1179,0.0571,17.624,0.104,3.338,0.082,0,1.66122e+06,4.95610e+02,10.137296,1.00066e+06,7.87161e+02,10.350667,9.56934e+05,8.86564e+02,9.809715,0.540952,,,0,6782.12,0.1520,0.0760,1.41,3.792
0.000510,0.762735,-29.3951569,2320900477359995904,Blanco1,0.76283,-29.39514,18.539,4.2,0.028,Simbad,0.76273,-29.39516,0.7627351259699,-29.3951568103889,0.006,0.005,90,2320900477359995904,0.76282792917,0.2104,-29.39514478415,0.1522,4.1493,0.2644,18.779,0.417,2.793,0.331,0,7.23802e+02,1.30724e+00,18.539316,1.12513e+02,9.87531e+00,20.223381,1.03525e+03,8.49320e+00,17.224308,2.999073,,,0,,,,,
0.000581,0.2398461,-30.1233236,2320837981290805760,Blanco1,0.23994,-30.12332,16.923,4.204,0.049,Simbad,0.23985,-30.12332,0.2398459957954,-30.1233237339758,0.003,0.002,90,2320837981290805760,0.23993834001,0.1086,-30.12331502073,0.0657,4.2540,0.1256,18.551,0.163,2.024,0.145,0,3.20677e+03,3.80566e+00,16.923195,5.26489e+02,6.47716e+00,18.547915,4.28507e+03,1.69914e+01,15.682024,2.865891,,,0,4011.63,1.2553,0.7120,,
0.000391,0.7251078,-29.6737175,2320881304624851968,Blanco1,0.7252,-29.67371,17.865,4.375,0.093,Simbad,0.72511,-29.67372,0.7251077952859,-29.6737173913450,0.004,0.003,0,2320881304624851968,0.72520270622,0.1120,-29.67370873240,0.1281,4.5056,0.1827,19.153,0.207,2.011,0.270,0,1.34704e+03,2.46971e+00,17.864912,2.18878e+02,9.59649e+00,19.500883,1.85887e+03,1.42611e+01,16.588795,2.912088,,,0,,,,,
0.000240,0.9462786,-30.1433314,2320802689544379520,Blanco1,0.94637,-30.14332,17.742,4.395,0.062,Simbad,0.94628,-30.14333,0.9462785257012,-30.1433313817119,0.004,0.003,90,2320802689544379520,0.94637450317,0.1336,-30.14332112352,0.0920,4.5107,0.1454,19.277,0.249,2.383,0.202,0,1.50898e+03,2.04915e+00,17.741653,2.43313e+02,5.30915e+00,19.385975,2.06131e+03,1.05402e+01,16.476560,2.909414,,,0,,,,,
0.000082,1.9380317,-29.8807786,2320707964040441856,Blanco1,1.93812,-29.88077,16.07,4.164,0.01,Simbad,1.93803,-29.88078,1.9380316749322,-29.8807785931792,0.001,0.001,90,2320707964040441856,1.93812310457,0.0492,-29.88076587097,0.0375,4.1619,0.0649,18.412,0.081,2.955,0.076,0,7.03571e+03,6.36284e+00,16.070095,1.66592e+03,1.07880e+01,17.297250,8.17073e+03,1.39329e+01,14.981268,2.315983,,,0,4021.79,0.0840,0.0450,,
0.000264,1.6606056,-30.4726939,2320547637205778560,Blanco1,1.6607,-30.47268,18.583,4.248,0.083,Simbad,1.66061,-30.47269,1.6606056065353,-30.4726938268900,0.006,0.006,90,2320547637205778560,1.66069891381,0.2204,-30.47267786890,0.1843,4.4903,0.3031,18.678,0.416,3.706,0.392,0,6.95543e+02,1.43185e+00,18.582556,9.38882e+01,6.26028e+00,20.419860,1.00992e+03,7.32941e+00,17.251200,3.168661,,,0,,,,,
0.000525,1.596745,-29.7184328,2320912400188143232,Blanco1,1.59684,-29.71842,19.235,4.252,0.048,Simbad,1.59674,-29.71843,1.5967449697964,-29.7184326566412,0.010,0.009,90,2320912400188143232,1.59683780925,0.2796,-29.71842310609,0.2682,4.2463,0.3816,18.727,0.620,2.218,0.601,0,3.81312e+02,1.23923e+00,19.235165,7.44559e+01,1.97518e+01,20.671640,5.93750e+02,1.17955e+01,17.827911,2.843729,,,0,,,,,
0.000392,0.7349547,-30.0791319,2320795031617857152,Blanco1,0.73505,-30.07912,12.148,4.296,0.004,Simbad,0.73495,-30.07913,0.7349548258881,-30.0791318979809,0.001,0.001,90,2320795031617857152,0.73505017351,0.0377,-30.07912032136,0.0215,4.2920,0.0376,19.163,0.075,2.689,0.042,0,2.60669e+05,2.61742e+02,12.148141,1.21837e+05,4.14960e+02,12.636941,1.99051e+05,4.39255e+02,11.514511,1.122430,13.26,10.36,6,4975.67,0.5652,0.2753,1.06,0.620
0.000310,1.9069064,-29.9963067,2320704768584775552,Blanco1,1.907,-29.9963,14.746,4.163,0.021,Simbad,1.90691,-29.99631,1.9069063518682,-29.9963066244979,0.001,0.001,90,2320704768584775552,1.90699958701,0.0301,-29.99629547808,0.0233,4.1359,0.0353,18.754,0.055,2.589,0.047,0,2.38268e+04,3.54349e+01,14.745700,7.83963e+03,6.03188e+01,15.615649,2.37547e+04,8.18835e+01,13.822545,1.793104,,,0,4024.00,0.4610,0.2188,0.62,0.091
0.000487,1.0638283,-30.4897222,2320583096455767680,Blanco1,1.06392,-30.48971,18.289,4.175,0.039,Simbad,1.06383,-30.48972,1.0638284523149,-30.4897221668038,0.005,0.005,90,2320583096455767680,1.06391995763,0.1710,-30.48971146619,0.1509,4.3247,0.2470,18.314,0.347,2.485,0.337,0,9.11817e+02,1.71974e+00,18.288595,1.25623e+02,7.67979e+00,20.103714,1.29523e+03,4.53088e+00,16.981050,3.122664,,,0,,,,,
0.000124,0.6640608,-30.1344228,2320793038753034112,Blanco1,0.66415,-30.13441,17.501,4.195,0.023,Simbad,0.66406,-30.13442,0.6640607961823,-30.1344227656313,0.003,0.003,90,2320793038753034112,0.66415431511,0.1400,-30.13441221935,0.0786,4.0846,0.1727,18.785,0.207,2.449,0.164,0,1.88420e+03,2.76451e+00,17.500550,3.24932e+02,1.27398e+01,19.071907,2.53177e+03,1.25727e+01,16.253359,2.818548,,,0,,,,,
0.000427,0.5773086,-29.8523489,2320872272309687808,Blanco1,0.5774,-29.85234,12.728,4.224,0.032,Simbad,0.57731,-29.85235,0.5773087032259,-29.8523489779254,0.001,0.001,90,2320872272309687808,0.57740422657,0.0349,-29.85233900330,0.0253,4.1871,0.0398,19.242,0.078,2.317,0.053,0,1.52798e+05,1.72688e+02,12.728072,7.26950e+04,2.78351e+02,13.197627,1.13856e+05,3.43766e+02,12.121027,1.076600,8.65,2.41,10,5196.84,0.0228,0.0103,0.75,0.366
0.000451,2.0671633,-29.4435267,2320757850084772480,Blanco1,2.06726,-29.44352,19.036,4.279,0.046,Simbad,2.06716,-29.44353,2.0671632100180,-29.4435267977343,0.010,0.008,90,2320757850084772480,2.06725717182,0.4505,-29.44351641364,0.2290,4.1550,0.5016,19.005,0.622,2.412,0.535,0,4.58005e+02,1.37411e+00,19.036190,5.71237e+01,7.43965e+00,20.959349,6.79573e+02,7.05207e+00,17.681330,3.278019,,,0,,,,,
0.000412,0.6011336,-30.1524858,2320793691588062464,Blanco1,0.60123,-30.15248,15.328,4.175,0.015,Simbad,0.60113,-30.15249,0.6011336211678,-30.1524859130501,0.001,0.001,90,2320793691588062464,0.60122610964,0.0526,-30.15247565133,0.0326,4.1606,0.0738,18.575,0.072,2.383,0.072,0,1.39377e+04,2.75988e+01,15.327885,4.05393e+03,3.39259e+01,16.331700,1.49611e+04,7.33880e+01,14.324510,2.007190,,,0,4377.46,0.4590,0.2380,,
0.000310,1.0828239,-29.7758703,2320829593218532736,Blanco1,1.08292,-29.77586,18.793,4.365,0.037,Simbad,1.08282,-29.77587,1.0828238010435,-29.7758703058976,0.007,0.006,0,2320829593218532736,1.08292004929,0.2133,-29.77586010496,0.2049,4.1530,0.2945,19.403,0.400,2.369,0.462,0,5.72981e+02,1.12238e+00,18.793016,7.97223e+01,7.65588e+00,20.597439,8.45622e+02,8.55780e+00,17.443980,3.153460,,,0,,,,,
0.000599,1.3099969,-29.9066028,2320812486365053696,Blanco1,1.31009,-29.90659,12.145,4.191,0.014,Simbad,1.31,-29.9066,1.3099970798666,-29.9066027419963,0.001,0.001,90,2320812486365053696,1.31009028564,0.0343,-29.90659168866,0.0239,4.1675,0.0430,18.765,0.065,2.567,0.048,0,2.61538e+05,1.46402e+02,12.144527,1.24950e+05,1.76839e+02,12.609544,1.94647e+05,2.03775e+02,11.538801,1.070743,6.16,8.83,8,5139.33,0.3930,0.2023,1.01,0.639
0.000533,1.2992064,-29.9761922,2320809084750956416,Blanco1,1.2993,-29.97618,17.605,4.274,0.033,Simbad,1.29921,-29.97619,1.2992064206518,-29.9761923470210,0.004,0.003,90,2320809084750956416,1.29930153946,0.1219,-29.97618020964,0.0910,4.1577,0.1571,19.137,0.245,2.819,0.189,0,1.71182e+03,2.93379e+00,17.604723,2.91355e+02,7.18875e+00,19.190332,2.26713e+03,1.72916e+01,16.373228,2.817104,,,0,,,,,
0.000474,0.7301133,-30.1497736,2320791355125856128,Blanco1,0.73021,-30.14976,8.415,4.181,0.004,Simbad,0.73011,-30.14977,0.7301134040132,-30.1497735039898,0.002,0.001,90,2320791355125856128,0.73020595238,0.0702,-30.14976196069,0.0411,4.1845,0.0871,18.587,0.113,2.681,0.086,1,8.11415e+06,4.52086e+03,8.415258,5.85126e+06,5.80966e+03,8.433264,3.45866e+06,6.06266e+03,8.414650,0.018614,,,0,9377.50,0.1440,0.0710,,
0.000610,0.7864931,-30.6909267,2320573342584677376,Blanco1,0.7866,-30.69092,19.297,4.667,0.083,Simbad,0.78649,-30.69093,0.7864930560519,-30.6909265346893,0.015,0.014,90,2320573342584677376,0.78659819164,0.4973,-30.69091627281,0.4084,4.1619,0.6106,20.998,0.940,2.383,0.878,0,3.60346e+02,2.02585e+00,19.296566,5.03653e+01,4.56823e+00,21.096060,6.08777e+02,5.70250e+00,17.800774,3.295286,,,0,,,,,
0.000465,1.8822342,-30.0542536,2320701225236424320,Blanco1,1.88233,-30.05424,19.354,4.235,0.041,Simbad,1.88223,-30.05425,1.8822341931063,-30.0542537290681,0.010,0.009,90,2320701225236424320,1.88232672530,0.3438,-30.05423984679,0.2725,4.4073,0.4308,18.602,0.658,3.224,0.567,0,3.41908e+02,1.13779e+00,19.353592,5.70515e+01,9.87705e+00,20.960720,5.12023e+02,5.95271e+00,17.988697,2.972023,,,0,,,,,
0.000424,0.5612219,-29.8178025,2320872650266808192,Blanco1,0.56131,-29.81779,13.139,4.153,0.008,Simbad,0.56122,-29.8178,0.5612218451624,-29.8178026076765,0.001,0.000,90,2320872650266808192,0.56131429379,0.0206,-29.81779116854,0.0142,4.1507,0.0228,18.629,0.046,2.657,0.030,0,1.04618e+05,1.27146e+02,13.139354,4.69498e+04,1.09978e+02,13.672305,8.15581e+04,2.67350e+02,12.483253,1.189053,,,0,4873.05,0.0843,0.0345,0.73,0.273
0.000354,1.4846258,-29.6503844,2320916390212772736,Blanco1,1.48472,-29.65038,18.551,4.114,0.051,Simbad,1.48463,-29.65038,1.4846258308352,-29.6503844945454,0.008,0.005,90,2320916390212772736,1.48471605424,0.2259,-29.65037526332,0.1492,4.0728,0.2315,18.211,0.532,2.144,0.336,0,7.16198e+02,2.26599e+00,18.550783,,,,,,,,,,0,,,,,
1.909489,1.4846258,-29.6503844,2320916390212772736,Blanco1,1.48472,-29.65038,18.551,4.114,0.051,Simbad,1.48463,-29.65038,1.4844114221045,-29.6508810170347,0.003,0.003,90,2320916390213508608,1.48450530240,0.1018,-29.65086799376,0.0866,4.3843,0.1294,18.949,0.219,3.025,0.193,0,1.69032e+03,2.20914e+00,17.618443,3.19213e+02,1.26911e+01,19.091187,2.43462e+03,4.08005e+01,16.295841,2.795345,,,0,,,,,
0.000617,0.4674053,-30.2860244,2320786544762486016,Blanco1,0.4675,-30.28601,15.005,4.087,0.041,Simbad,0.46741,-30.28602,0.4674053887538,-30.2860245532648,0.001,0.001,0,2320786544762486016,0.46749792942,0.0364,-30.28601146751,0.0372,4.0790,0.0631,18.560,0.076,3.039,0.087,0,1.87656e+04,3.62415e+01,15.004961,5.97175e+03,5.73303e+01,15.911135,1.91700e+04,1.52420e+02,14.055366,1.855769,,,0,3942.67,0.0693,0.0465,0.60,0.077
0.000439,1.9570869,-30.4897897,2320638179411803520,Blanco1,1.95718,-30.48978,12.208,4.259,0.034,Simbad,1.95709,-30.48979,1.9570870307013,-30.4897897465584,0.001,0.001,90,2320638179411803520,1.95717841212,0.0455,-30.48977663854,0.0283,4.3075,0.0494,18.289,0.075,3.044,0.063,0,2.46653e+05,2.25399e+02,12.208152,1.25671e+05,4.27925e+02,12.603296,1.72977e+05,4.72432e+02,11.666951,0.936345,6.79,0.88,8,5431.67,0.0920,0.0510,0.83,0.541
0.000529,0.7207433,-30.4216669,2320768707763038336,Blanco1,0.72084,-30.42165,19.122,4.346,0.025,Simbad,0.72074,-30.42167,0.7207434662850,-30.4216669323851,0.009,0.006,90,2320768707763038336,0.72083999318,0.2694,-30.42165399945,0.1931,4.3972,0.3318,19.333,0.575,3.004,0.412,0,4.23099e+02,1.25209e+00,19.122261,5.49361e+01,4.65060e+00,21.001743,6.26137e+02,7.73892e+00,17.770247,3.231497,,,0,,,,,
0.000430,0.2083703,-29.7974408,2320863922893254656,Blanco1,0.20846,-29.79743,16.328,4.291,0.052,Simbad,0.20837,-29.79744,0.2083703977558,-29.7974407157532,0.002,0.002,90,2320863922893254656,0.20846391988,0.0719,-29.79743116096,0.0497,4.3404,0.0843,18.849,0.153,2.219,0.100,0,5.54789e+03,5.71186e+00,16.328047,1.23021e+03,6.95873e+00,17.626444,6.61859e+03,1.74523e+01,15.210007,2.416437,,,0,3846.06,0.3265,0.1893,,
0.000527,0.1798594,-29.8278175,2320863785454301952,Blanco1,0.17995,-29.82781,15.719,4.125,0.013,Simbad,0.17986,-29.82782,0.1798593072028,-29.8278176222488,0.002,0.001,90,2320863785454301952,0.17995038497,0.0672,-29.82780629895,0.0358,4.1427,0.0691,18.351,0.131,2.630,0.071,0,9.71993e+03,6.70008e+00,15.719208,2.78361e+03,2.31965e+01,16.739866,1.07156e+04,3.32756e+01,14.686879,2.052987,,,0,3917.49,0.2080,0.1115,,
0.000573,0.5055239,-29.9653903,2320847224060422912,Blanco1,0.50562,-29.96538,16.746,4.158,0.028,Simbad,0.50552,-29.96539,0.5055239739406,-29.9653901543371,0.003,0.002,90,2320847224060422912,0.50561636676,0.0857,-29.96537795571,0.0622,4.1571,0.0976,18.590,0.165,2.833,0.135,0,3.77653e+03,5.64610e+00,16.745634,7.50855e+02,7.30440e+00,18.162498,4.74304e+03,1.95212e+01,15.571777,2.590721,,,0,3880.35,,,,
0.000594,1.3029017,-29.9981817,2320808638074358144,Blanco1,1.30299,-29.99817,17.162,4.175,0.061,Simbad,1.3029,-29.99818,1.3029017710522,-29.9981815468597,0.003,0.002,90,2320808638074358144,1.30299436345,0.0959,-29.99817280099,0.0724,4.0329,0.1206,18.625,0.192,2.031,0.148,0,2.57334e+03,3.65665e+00,17.162120,3.94050e+02,1.18755e+01,18.862509,3.52894e+03,1.32256e+01,15.892809,2.969700,,,0,,,,,
0.000394,0.8476753,-30.6899386,2320572827188608128,Blanco1,0.84777,-30.68992,15.959,4.3,0.1,Simbad,0.84768,-30.68994,0.8476753250181,-30.6899384926975,0.002,0.002,0,2320572827188608128,0.84777377493,0.0655,-30.68992318727,0.0766,4.1865,0.1018,19.663,0.123,3.555,0.149,0,7.79150e+03,1.76408e+01,15.959313,,,,,,,,,,0,,,,,
1.171390,0.8476753,-30.6899386,2320572827188608128,Blanco1,0.84777,-30.68992,15.959,4.3,0.1,Simbad,0.84768,-30.68994,0.8473968080083,-30.6897183229406,0.001,0.001,90,2320572827189658240,0.84748869305,0.0359,-30.68970761370,0.0304,4.1639,0.0465,18.352,0.068,2.487,0.064,0,4.69366e+04,6.73300e+01,14.009586,1.95378e+04,8.92773e+01,14.624197,4.79375e+04,2.89560e+02,13.060232,1.563965,,,0,4421.16,,,0.64,0.142
0.000617,1.4205019,-30.2320814,2320613337321278336,Blanco1,1.4206,-30.23207,17.228,4.248,0.016,Simbad,1.4205,-30.23208,1.4205020153429,-30.2320812604220,0.005,0.002,90,2320613337321278336,1.42059595254,0.1571,-30.23206870167,0.0758,4.2395,0.1248,18.850,0.298,2.917,0.153,0,2.42078e+03,5.10440e+00,17.228477,4.17514e+02,1.38412e+01,18.799711,3.15430e+03,1.55368e+01,16.014664,2.785048,,,0,,,,,
0.000108,1.2953267,-30.3618536,2320606293574882176,Blanco1,1.29542,-30.36184,18.004,4.1,0.031,Simbad,1.29533,-30.36185,1.2953266847713,-30.3618535731617,0.004,0.003,90,2320606293574882176,1.29541813808,0.1562,-30.36184148240,0.1018,3.9616,0.2097,18.328,0.244,2.808,0.215,0,1.18547e+03,1.93596e+00,18.003637,1.88449e+02,8.35140e+00,19.663404,1.64956e+03,9.03926e+00,16.718502,2.944902,,,0,,,,,
0.000322,1.3242994,-30.3458825,2320605949977498240,Blanco1,1.32439,-30.34587,16.129,4.315,0.055,Simbad,1.3243,-30.34588,1.3242993798402,-30.3458825876948,0.002,0.001,90,2320605949977498240,1.32439431963,0.0839,-30.34587347730,0.0424,4.2992,0.0932,19.029,0.131,2.116,0.089,0,6.66161e+03,7.37004e+00,16.129417,1.52817e+03,1.39632e+01,17.390959,7.86306e+03,1.80820e+01,15.022941,2.368018,,,0,3761.70,0.4400,0.2275,,
0.000210,1.4922403,-30.1858314,2320614363817795200,Blanco1,1.49234,-30.18582,15.892,4.327,0.024,Simbad,1.49224,-30.18583,1.4922402739262,-30.1858314537785,0.002,0.001,90,2320614363817795200,1.49233657613,0.0542,-30.18582038788,0.0434,4.2811,0.0679,19.334,0.101,2.570,0.095,0,8.29250e+03,1.44085e+01,15.891652,2.00328e+03,2.03894e+01,17.097036,9.48432e+03,4.09086e+01,14.819405,2.277632,,,0,3830.40,0.4340,0.2260,,
0.000153,1.7297056,-29.6708067,2320913602779001728,Blanco1,1.7298,-29.67079,19.668,4.371,0.116,Simbad,1.72971,-29.67081,1.7297055591874,-29.6708067235309,0.012,0.010,90,2320913602779001728,1.72980381096,0.3350,-29.67079043813,0.3047,3.9889,0.4431,19.828,0.784,3.782,0.672,0,2.55845e+02,1.04819e+00,19.668425,4.62250e+01,7.94176e+00,21.189198,4.00588e+02,9.59523e+00,18.255175,2.934023,,,0,,,,,
0.000336,1.0554697,-30.2617297,2320796882748930816,Blanco1,1.05556,-30.26172,17.887,4.254,0.03,Simbad,1.05547,-30.26173,1.0554697829118,-30.2617296401547,0.004,0.004,0,2320796882748930816,1.05556358582,0.1786,-30.26171909451,0.1280,4.2863,0.2548,18.818,0.252,2.449,0.275,0,1.32023e+03,2.05016e+00,17.886745,2.24950e+02,7.20530e+00,19.471176,1.76657e+03,1.04485e+01,16.644090,2.827086,,,0,,,,,
0.000631,1.7825314,-30.5615692,2320543106016065920,Blanco1,1.78262,-30.56156,8.651,3.971,0.023,Simbad,1.78253,-30.56157,1.7825312486467,-30.5615690826967,0.002,0.001,90,2320543106016065920,1.78261765376,0.0539,-30.56155747673,0.0372,4.0102,0.0631,17.280,0.117,2.696,0.074,1,6.53093e+06,2.60039e+03,8.650929,4.64356e+06,6.23760e+03,8.684259,2.87745e+06,3.87363e+03,8.614401,0.069859,,,0,9183.00,,,,
0.000342,0.5687947,-30.4102892,2320779805958533760,Blanco1,0.56889,-30.41028,18.055,4.179,0.04,Simbad,0.56879,-30.41029,0.5687946594051,-30.4102892883134,0.005,0.004,90,2320779805958533760,0.56888871826,0.1295,-30.41027642673,0.1163,4.0975,0.1714,18.840,0.297,2.987,0.252,0,1.13062e+03,2.15547e+00,18.055070,2.43721e+02,4.39400e+01,19.384157,1.59338e+03,1.59183e+01,16.756120,2.628037,,,0,,,,,
0.000538,0.5821547,-29.9353403,2320847533296914560,Blanco1,0.58225,-29.93533,14.05,4.357,0.114,Simbad,0.58215,-29.93534,0.5821547933190,-29.9353401744699,0.007,0.006,90,2320847533296914560,0.58225034970,0.2388,-29.93533230718,0.1722,4.5057,0.2884,19.233,0.459,1.827,0.364,0,4.52249e+04,3.52654e+02,14.049922,2.11075e+04,1.23062e+02,14.540296,5.46959e+04,2.53257e+02,12.917032,1.623263,,,0,4579.48,,,0.53,0.110
0.825740,0.5821547,-29.9353403,2320847533296914560,Blanco1,0.58225,-29.93533,14.05,4.357,0.114,Simbad,0.58215,-29.93534,0.5823339965536,-29.9355090300479,0.014,0.000,90,2320847533298068736,0.58233399655,13.8787,-29.93550903005,0.4437,,,,,,,0,1.92950e+04,5.67397e+01,14.974753,,,,,,,,,,0,,,,,
0.000505,1.5029531,-29.7267553,2320915153262940928,Blanco1,1.50305,-29.72674,18.447,4.206,0.031,Simbad,1.50295,-29.72676,1.5029531210682,-29.7267551610415,0.007,0.006,90,2320915153262940928,1.50304549938,0.1743,-29.72674139424,0.1577,4.1889,0.2111,18.632,0.432,3.197,0.390,0,7.87678e+02,1.74266e+00,18.447495,1.15609e+02,7.78620e+00,20.193909,1.09842e+03,1.35694e+01,17.160000,3.033909,,,0,,,,,
0.000380,1.4960944,-30.1798339,2320614363817796480,Blanco1,1.49618,-30.17982,18.951,3.835,0.047,Simbad,1.49609,-30.17983,1.4960944523142,-30.1798339953982,0.007,0.007,0,2320614363817796480,1.49617864993,0.2755,-30.17982105810,0.2161,4.0086,0.3373,16.905,0.480,3.005,0.484,0,4.95347e+02,1.62791e+00,18.951092,,,,,,,,,,0,,,,,
0.000502,0.9811753,-30.2295558,2320800902837943296,Blanco1,0.98127,-30.22954,18.238,4.166,0.062,Simbad,0.98118,-30.22956,0.9811751392309,-30.2295558134882,0.008,0.005,0,2320800902837943296,0.98126818138,0.2093,-30.22954170489,0.2032,4.1035,0.2913,18.671,0.350,3.277,0.511,0,9.55410e+02,2.39552e+00,18.237890,1.48376e+02,9.79280e+00,19.922977,1.32673e+03,1.31601e+01,16.954966,2.968012,,,0,,,,,
0.000367,1.4515364,-30.2824947,2320612199154250496,Blanco1,1.45163,-30.28248,18.662,4.071,0.04,Simbad,1.45154,-30.28249,1.4515365046736,-30.2824946527745,0.006,0.006,90,2320612199154250496,1.45162660845,0.2623,-30.28248493795,0.1814,3.9752,0.3230,18.072,0.412,2.256,0.403,0,6.46494e+02,1.42195e+00,18.661953,1.06332e+02,1.27506e+01,20.284725,9.54904e+02,9.95235e+00,17.312021,2.972704,,,0,,,,,
